,DBA,CVLEGEND,B1_FULL_ADDRESS,Lat,Lon
1493,THEFT MISD. (UNDER $950),LARCENY,1900 SHATTUCK AVE,37.873687,-122.268616
2189,BURGLARY AUTO,BURGLARY - VEHICLE,100 VICENTE RD,37.856367,-122.234607
5012,VEHICLE STOLEN,MOTOR VEHICLE THEFT,2300 SHATTUCK AVE,37.867176,-122.267802
3522,2ND RESPONSE,NOISE VIOLATION,2600 SAN PABLO AVE,37.85922,-122.289035
1168,VEHICLE STOLEN,MOTOR VEHICLE THEFT,2500 HILLEGASS AVE,37.865149,-122.256487
5129,THEFT MISD. (UNDER $950),LARCENY,2200 DURANT AVE,37.866969,-122.26553
4628,2ND RESPONSE,NOISE VIOLATION,2400 WARRING ST,37.867708,-122.250801
2065,2ND RESPONSE,NOISE VIOLATION,2200 HASTE ST,37.865141,-122.265441
1922,ASSAULT/BATTERY MISD.,ASSAULT,2300 PIEDMONT AVE,37.869839,-122.252365
3062,VEHICLE STOLEN,MOTOR VEHICLE THEFT,2400 EIGHTH ST,37.862184,-122.293517
1274,2ND RESPONSE,NOISE VIOLATION,2100 HASTE ST,37.864908,-122.267289
1269,ALCOHOL OFFENSE,LIQUOR LAW VIOLATION,UNIVERSITY AVENUE & EIGHTH ST,37.868366,-122.295508
1003,BURGLARY AUTO,BURGLARY - VEHICLE,2626 CLAREMONT AVE,37.86068,-122.241582
3394,VANDALISM,VANDALISM,1700 ALCATRAZ AVE,37.848534,-122.272999
1539,GUN/WEAPON,WEAPONS OFFENSE,2600 SAN PABLO AVE,37.85922,-122.289035
363,THEFT FROM AUTO,LARCENY - FROM VEHICLE,2300 VIRGINIA ST,37.877323,-122.264273
1738,ALCOHOL OFFENSE,LIQUOR LAW VIOLATION,SHATTUCK AVENUE & BANCROFT WAY,37.867583,-122.267844
155,NARCOTICS,DRUG VIOLATION,ADDISON STREET & FOURTH ST,37.866253,-122.299483
3343,DISTURBANCE,DISORDERLY CONDUCT,1500 HENRY ST,37.880075,-122.270476
1235,ASSAULT/BATTERY MISD.,ASSAULT,BANCROFT WAY & SHATTUCK AVE,37.867601,-122.267718
635,2ND RESPONSE,NOISE VIOLATION,2600 HILLEGASS AVE,37.863292,-122.256293
3894,NARCOTICS,DRUG VIOLATION,ALCATRAZ AVENUE & SACRAMENTO ST,37.847908,-122.277685
2249,VEHICLE STOLEN,MOTOR VEHICLE THEFT,2600 HILLEGASS AVE,37.863292,-122.256293
2269,THEFT MISD. (UNDER $950),LARCENY,2800 ADELINE ST,37.858079,-122.268016
2148,ALCOHOL OFFENSE,LIQUOR LAW VIOLATION,SAN PABLO AVENUE & ASHBY AVE,37.852137,-122.286732
5284,THEFT MISD. (UNDER $950),LARCENY,2800 ADELINE ST,37.858079,-122.268016
3234,BURGLARY RESIDENTIAL,BURGLARY - RESIDENTIAL,2500 COLLEGE AVE,37.865711,-122.25389
1015,THEFT FROM AUTO,LARCENY - FROM VEHICLE,900 PAGE ST,37.876644,-122.299354
3240,VEHICLE STOLEN,MOTOR VEHICLE THEFT,1400 EUCLID AVE,37.882985,-122.261615
1746,DOMESTIC VIOLENCE,FAMILY OFFENSE,3000 ADELINE ST,37.85488,-122.269079
3120,NARCOTICS,DRUG VIOLATION,HEARST AVENUE & FOURTH ST,37.868878,-122.300284
2498,VANDALISM,VANDALISM,1000 CHANNING WAY,37.862462,-122.292149
4076,NARCOTICS,DRUG VIOLATION,2500 DURANT AVE,37.867852,-122.258699
783,DISTURBANCE,DISORDERLY CONDUCT,2900 TELEGRAPH AVE,37.857452,-122.259548
3689,BURGLARY AUTO,BURGLARY - VEHICLE,SPINNAKER WAY & MARINA BLVD,37.870562,-122.314503
3568,BURGLARY AUTO,BURGLARY - VEHICLE,OXFORD STREET & ALLSTON WAY,37.869652,-122.265882
3138,BURGLARY AUTO,BURGLARY - VEHICLE,2300 SAN PABLO AVE,37.864411,-122.290705
5252,BURGLARY AUTO,BURGLARY - VEHICLE,1400 SHATTUCK AVE,37.881957,-122.269551
1693,DISTURBANCE,DISORDERLY CONDUCT,2100 SHATTUCK AVE,37.871167,-122.268285
1058,BURGLARY AUTO,BURGLARY - VEHICLE,SAN PABLO AVENUE & ADDISON ST,37.867835,-122.291645
445,MISSING ADULT,MISSING PERSON,1100 HEARST AVE,37.870417,-122.292485
2633,THEFT MISD. (UNDER $950),LARCENY,1400 SHATTUCK AVE,37.881957,-122.269551
3443,BURGLARY AUTO,BURGLARY - VEHICLE,2400 DURANT AVE,37.867513,-122.26127
1661,ALCOHOL OFFENSE,LIQUOR LAW VIOLATION,SHATTUCK AVENUE & STUART ST,37.858525,-122.266906
4273,VANDALISM,VANDALISM,1600 JOSEPHINE ST,37.877663,-122.274831
3223,THEFT MISD. (UNDER $950),LARCENY,2500 DURANT AVE,37.867852,-122.258699
2245,ROBBERY,ROBBERY,ASHBY AVENUE & FULTON ST,37.855684,-122.263491
3422,BURGLARY AUTO,BURGLARY - VEHICLE,1500 CURTIS ST,37.876549,-122.290899
3850,BURGLARY AUTO,BURGLARY - VEHICLE,1338 SAN PABLO AVE,37.879558,-122.295579
1999,BURGLARY AUTO,BURGLARY - VEHICLE,DURANT AVENUE & TELEGRAPH AVE,37.867816,-122.258994
3825,DISTURBANCE,DISORDERLY CONDUCT,100 FAIRLAWN DR,37.886423,-122.251919
5335,ALCOHOL OFFENSE,LIQUOR LAW VIOLATION,DURANT AVENUE & TELEGRAPH AVE,37.867816,-122.258994
1981,ASSAULT/BATTERY MISD.,ASSAULT,1500 DERBY ST,37.858867,-122.278992
220,THEFT MISD. (UNDER $950),LARCENY,1300 BAY VIEW PL,37.88434,-122.262685
3929,DISTURBANCE,DISORDERLY CONDUCT,2400 ASHBY AVE,37.856111,-122.260248
3039,BURGLARY RESIDENTIAL,BURGLARY - RESIDENTIAL,2700 PARKER ST,37.863938,-122.253735
4152,THEFT FROM AUTO,LARCENY - FROM VEHICLE,2100 KITTREDGE ST,37.868512,-122.26781
867,VEHICLE STOLEN,MOTOR VEHICLE THEFT,WOOLSEY STREET & ADELINE ST,37.851953,-122.270182
5474,ASSAULT/BATTERY MISD.,ASSAULT,1900 ALLSTON WAY,37.868785,-122.272701
2299,BURGLARY RESIDENTIAL,BURGLARY - RESIDENTIAL,2100 SACRAMENTO ST,37.869423,-122.281951
998,THEFT FROM AUTO,LARCENY - FROM VEHICLE,2900 REGENT ST,37.857787,-122.257013
3567,BURGLARY AUTO,BURGLARY - VEHICLE,2900 PIEDMONT AVE,37.858628,-122.250783
85,THEFT MISD. (UNDER $950),LARCENY,2800 ADELINE ST,37.858079,-122.268016
2090,THEFT MISD. (UNDER $950),LARCENY,2500 TELEGRAPH AVE,37.865009,-122.258767
2310,BURGLARY AUTO,BURGLARY - VEHICLE,2700 HILLEGASS AVE,37.861672,-122.255992
4567,THEFT MISD. (UNDER $950),LARCENY,2000 OREGON ST,37.857409,-122.268473
2830,FRAUD/FORGERY,FRAUD,CENTER STREET & OXFORD ST,37.870583,-122.265956
2394,ASSAULT/BATTERY MISD.,ASSAULT,2700 REGENT ST,37.861573,-122.257452
5427,NARCOTICS,DRUG VIOLATION,SEAWALL DRIVE & UNIVERSITY AVE,37.863045,-122.317348
773,DISTURBANCE,DISORDERLY CONDUCT,2200 RUSSELL ST,37.857099,-122.263785
2826,ASSAULT/BATTERY MISD.,ASSAULT,2000 CENTER ST,37.869973,-122.270557
5356,DISTURBANCE,DISORDERLY CONDUCT,MILVIA STREET & CHANNING WAY,37.865466,-122.27005
729,BURGLARY COMMERCIAL,BURGLARY - COMMERCIAL,GRIZZLY PEAK BOULEVARD & SPRUCE ST,37.904331,-122.269512
701,BURGLARY AUTO,BURGLARY - VEHICLE,2400 WEBSTER ST,37.855199,-122.259768
807,DISTURBANCE,DISORDERLY CONDUCT,2400 DURANT AVE,37.867513,-122.26127
5396,DISTURBANCE,DISORDERLY CONDUCT,1900 ALCATRAZ AVE,37.84905,-122.269098
4285,THEFT MISD. (UNDER $950),LARCENY,1200 HOPKINS ST,37.876428,-122.291736
2365,BURGLARY RESIDENTIAL,BURGLARY - RESIDENTIAL,2500 WARRING ST,37.865945,-122.250471
4889,MISSING ADULT,MISSING PERSON,1400 BONITA AVE,37.881433,-122.272921
4534,BURGLARY AUTO,BURGLARY - VEHICLE,2200 WARD ST,37.8598,-122.264351
3911,NARCOTICS,DRUG VIOLATION,SEVENTH STREET & ADDISON ST,37.866936,-122.296218
3127,THEFT FELONY (OVER $950),LARCENY,2709 10TH STREET E,37.857332,-122.289598
4191,DISTURBANCE,DISORDERLY CONDUCT,2700 HILLEGASS AVE,37.861672,-122.255992
2303,DISTURBANCE,DISORDERLY CONDUCT,2700 COLLEGE AVE,37.861645,-122.253508
2262,BURGLARY RESIDENTIAL,BURGLARY - RESIDENTIAL,500 VINCENTE AVE,37.899278,-122.283222
2474,THEFT FROM AUTO,LARCENY - FROM VEHICLE,BANCROFT WAY & TELEGRAPH AVE,37.868714,-122.259189
4499,IDENTITY THEFT,FRAUD,1500 WARD ST,37.857856,-122.279721
4050,THEFT MISD. (UNDER $950),LARCENY,2300 TELEGRAPH AVE,37.868714,-122.259189
3743,ASSAULT/BATTERY FEL.,ASSAULT,2300 SAN PABLO AVE,37.864411,-122.290705
381,BURGLARY AUTO,BURGLARY - VEHICLE,3000 HILLEGASS AVE,37.855651,-122.255006
237,SEXUAL ASSAULT FEL.,SEX CRIME,1000 MONTEREY AVE,37.886906,-122.279038
829,THEFT FROM PERSON,LARCENY,UNIVERSITY AVENUE & MARINA BLVD,37.865172,-122.311155
2985,THEFT FELONY (OVER $950),LARCENY,2600 TELEGRAPH AVE,37.862927,-122.258784
379,THEFT FROM AUTO,LARCENY - FROM VEHICLE,2300 MCKINLEY AVE,37.866842,-122.27366
3925,NARCOTICS,DRUG VIOLATION,1900 ALLSTON WAY,37.868785,-122.272701
3051,THEFT FELONY (OVER $950),LARCENY,900 PARKER ST,37.858455,-122.293374
1399,BURGLARY RESIDENTIAL,BURGLARY - RESIDENTIAL,1800 THOUSAND OAKS BLVD,37.897393,-122.28115
1290,VEHICLE STOLEN,MOTOR VEHICLE THEFT,1400 VIRGINIA ST,37.874575,-122.284796
683,ASSAULT/BATTERY FEL.,ASSAULT,100 SEAWALL DR,37.863611,-122.317566
4629,DISTURBANCE,DISORDERLY CONDUCT,2500 BENVENUE AVE,37.865535,-122.255235
1248,THEFT MISD. (UNDER $950),LARCENY,2000 BERKELEY WAY,37.872691,-122.270741
806,NARCOTICS,DRUG VIOLATION,2500 DURANT AVE,37.867852,-122.258699
1064,BURGLARY AUTO,BURGLARY - VEHICLE,1300 TENTH ST,37.879996,-122.296893
1711,NARCOTICS,DRUG VIOLATION,DWIGHT WAY & WARRING ST,37.8659,-122.251095
1726,ASSAULT/BATTERY MISD.,ASSAULT,2900 SACRAMENTO ST,37.8549,-122.27945
5259,MISSING JUVENILE,MISSING PERSON,2200 MILVIA ST,37.868574,-122.270415
1239,NARCOTICS,DRUG VIOLATION,2000 OREGON ST,37.857409,-122.268473
4183,DISTURBANCE,DISORDERLY CONDUCT,SHATTUCK AVENUE & UNIVERSITY AVE,37.872106,-122.268405
4704,DISTURBANCE,DISORDERLY CONDUCT,900 HEINZ AVE,37.853552,-122.291561
1386,ROBBERY,ROBBERY,HEARST AVENUE & MILVIA ST,37.873607,-122.270903
178,IDENTITY THEFT,FRAUD,900 REGAL RD,37.894494,-122.265521
3097,THEFT MISD. (UNDER $950),LARCENY,1400 SHATTUCK AVE,37.881957,-122.269551
298,DISTURBANCE,DISORDERLY CONDUCT,2300 BLAKE ST,37.863646,-122.262822
600,ASSAULT/BATTERY MISD.,ASSAULT,BONITA AVENUE & UNIVERSITY AVE,37.871743,-122.271878
5088,THEFT MISD. (UNDER $950),LARCENY,1500 HOPKINS ST,37.881004,-122.283225
2193,BURGLARY COMMERCIAL,BURGLARY - COMMERCIAL,2000 MILVIA ST,37.871461,-122.270706
2903,BURGLARY AUTO,BURGLARY - VEHICLE,1950 UNIVERSITY AVENUE 100,37.871667,-122.27178
5359,DISTURBANCE,DISORDERLY CONDUCT,2500 DURANT AVE,37.867852,-122.258699
1878,BURGLARY RESIDENTIAL,BURGLARY - RESIDENTIAL,1200 ASHBY AVE,37.852211,-122.286336
2907,THEFT MISD. (UNDER $950),LARCENY,2100 KITTREDGE ST,37.868512,-122.26781
4658,THEFT MISD. (UNDER $950),LARCENY,1900 UNIVERSITY AVE,37.871544,-122.272714
910,THEFT MISD. (UNDER $950),LARCENY,2400 WEST ST,37.863379,-122.28494
1659,MISSING ADULT,MISSING PERSON,1600 ALCATRAZ AVE,37.848152,-122.275807
2134,ASSAULT/BATTERY MISD.,ASSAULT,1900 ALLSTON WAY,37.868785,-122.272701
4934,DISTURBANCE,DISORDERLY CONDUCT,1900 CENTER ST,37.869685,-122.272804
3731,THEFT FELONY (OVER $950),LARCENY,2500 RIDGE RD,37.876045,-122.260336
5434,BURGLARY RESIDENTIAL,BURGLARY - RESIDENTIAL,2500 HILLEGASS AVE,37.865149,-122.256487
1730,THEFT MISD. (UNDER $950),LARCENY,2300 JEFFERSON AVE,37.866265,-122.278162
2809,VEHICLE STOLEN,MOTOR VEHICLE THEFT,1500 ASHBY AVE,37.853316,-122.278738
3167,VICE,DISORDERLY CONDUCT,1200 HASKELL ST,37.850541,-122.286037
1486,THEFT FROM AUTO,LARCENY - FROM VEHICLE,2300 HASTE ST,37.865443,-122.263189
3172,BURGLARY AUTO,BURGLARY - VEHICLE,100 SPINNAKER WAY,37.870287,-122.316238
2798,THEFT FELONY (OVER $950),LARCENY,CEDAR STREET & SHATTUCK AVE,37.878423,-122.269023
3542,VANDALISM,VANDALISM,2200 MCGEE AVE,37.868108,-122.277222
1125,BURGLARY AUTO,BURGLARY - VEHICLE,100 SEAWALL DR,37.863611,-122.317566
2421,BURGLARY AUTO,BURGLARY - VEHICLE,2300 PROSPECT ST,37.869332,-122.25019
5314,BURGLARY AUTO,BURGLARY - VEHICLE,1600 BANCROFT WAY,37.866135,-122.279116
5216,THEFT FELONY (OVER $950),LARCENY,2700 FULTON ST,37.860551,-122.264511
4910,VEHICLE RECOVERED,RECOVERED VEHICLE,2100 KITTREDGE ST,37.868512,-122.26781
987,VANDALISM,VANDALISM,1400 SIXTY-SEVENTH ST,37.87783,-122.299723
2952,BURGLARY AUTO,BURGLARY - VEHICLE,DURANT AVENUE & SHATTUCK AVE,37.8667,-122.267614
5478,DOMESTIC VIOLENCE,FAMILY OFFENSE,SAN PABLO AVENUE & ASHBY AVE,37.852137,-122.286732
2045,ASSAULT/BATTERY FEL.,ASSAULT,ASHBY AVENUE & ADELINE ST,37.854629,-122.26916
561,BURGLARY RESIDENTIAL,BURGLARY - RESIDENTIAL,1400 CARLETON ST,37.859416,-122.281845
1024,THEFT MISD. (UNDER $950),LARCENY,1400 JOSEPHINE ST,37.881141,-122.275177
5297,THEFT MISD. (UNDER $950),LARCENY,1000 GILMAN ST,37.88015,-122.297446
543,BURGLARY AUTO,BURGLARY - VEHICLE,2400 DURANT AVE,37.867513,-122.26127
1655,ALCOHOL OFFENSE,LIQUOR LAW VIOLATION,ASHBY AVENUE & SACRAMENTO ST,37.853289,-122.278942
4412,DISTURBANCE,DISORDERLY CONDUCT,GILMAN STREET & NINTH ST,37.880021,-122.298091
1993,BURGLARY AUTO,BURGLARY - VEHICLE,2400 ELLSWORTH ST,37.866074,-122.26331
226,THEFT FELONY (OVER $950),LARCENY,500 VISTAMONT AVE,37.903252,-122.267456
4330,THEFT FELONY (OVER $950),LARCENY,1200 FIFTH ST,37.880786,-122.303067
269,VANDALISM,VANDALISM,ELLSWORTH STREET & PARKER ST,37.862763,-122.262639
3164,THEFT FELONY (OVER $950),LARCENY,2000 PARKER ST,37.861843,-122.269644
820,VEHICLE STOLEN,MOTOR VEHICLE THEFT,1400 STANNAGE AVE,37.878963,-122.293446
923,VANDALISM,VANDALISM,1800 PARKER ST,37.861283,-122.273911
2589,DOMESTIC VIOLENCE,FAMILY OFFENSE,700 HARRISON ST,37.880564,-122.304896
1116,THEFT FROM PERSON,LARCENY,2600 WEBSTER ST,37.855824,-122.25502
4090,DISTURBANCE,DISORDERLY CONDUCT,1900 SIXTH ST,37.869314,-122.2981
2765,DISTURBANCE,DISORDERLY CONDUCT,1400 EIGHTH ST,37.87786,-122.298565
5124,BURGLARY AUTO,BURGLARY - VEHICLE,100 SEAWALL DR,37.863611,-122.317566
2948,THEFT MISD. (UNDER $950),LARCENY,1500 OXFORD ST,37.880519,-122.267051
4671,ALCOHOL OFFENSE,LIQUOR LAW VIOLATION,2300 TELEGRAPH AVE,37.868714,-122.259189
656,BURGLARY AUTO,BURGLARY - VEHICLE,1500 LE ROY AVE,37.881776,-122.260421
4829,BURGLARY AUTO,BURGLARY - VEHICLE,1700 BEVERLY PL,37.885058,-122.278416
3780,VEHICLE STOLEN,MOTOR VEHICLE THEFT,1800 SAN PABLO AVE,37.871402,-122.292965
2531,VEHICLE STOLEN,MOTOR VEHICLE THEFT,1100 CAMELIA ST,37.878747,-122.29519
3758,THEFT FROM AUTO,LARCENY - FROM VEHICLE,2000 BLAKE ST,37.862781,-122.269376
5276,VEHICLE STOLEN,MOTOR VEHICLE THEFT,1800 WARD ST,37.858673,-122.273365
1353,BURGLARY AUTO,BURGLARY - VEHICLE,2200 BANCROFT WAY,37.867871,-122.26565
935,THEFT MISD. (UNDER $950),LARCENY,600 CEDAR ST,37.873089,-122.304616
3304,ALCOHOL OFFENSE,LIQUOR LAW VIOLATION,OXFORD STREET & HEARST AVE,37.874145,-122.266225
2513,BURGLARY RESIDENTIAL,BURGLARY - RESIDENTIAL,2300 HOWE ST,37.856902,-122.261236
4321,ASSAULT/BATTERY MISD.,ASSAULT,2700 HILLEGASS AVE,37.861672,-122.255992
3663,BURGLARY AUTO,BURGLARY - VEHICLE,2300 DURANT AVE,37.867259,-122.26324
5122,THEFT FROM AUTO,LARCENY - FROM VEHICLE,2800 SAN PABLO AVE,37.856195,-122.288053
4819,THEFT MISD. (UNDER $950),LARCENY,2000 VIRGINIA ST,37.876297,-122.27124
2317,NARCOTICS,DRUG VIOLATION,GRAYSON STREET & SEVENTH ST,37.855294,-122.292475
2084,ASSAULT/BATTERY MISD.,ASSAULT,1800 SIXTH ST,37.870289,-122.29843
500,SEXUAL ASSAULT MISD.,SEX CRIME,1900 SHATTUCK AVE,37.873687,-122.268616
905,ROBBERY,ROBBERY,1800 HARMON ST,37.849512,-122.272671
2119,DISTURBANCE,DISORDERLY CONDUCT,1700 EUCLID AVE,37.877793,-122.260709
2258,IDENTITY THEFT,FRAUD,3200 SACRAMENTO ST,37.849431,-122.278174
5204,VANDALISM,VANDALISM,1629 UNIVERSITY AVE,37.870894,-122.278566
4864,DISTURBANCE,DISORDERLY CONDUCT,2500 DURANT AVE,37.867852,-122.258699
4107,VANDALISM,VANDALISM,2600 TENTH ST,37.858814,-122.290072
5219,BURGLARY AUTO,BURGLARY - VEHICLE,2000 KITTREDGE ST,37.868204,-122.270054
1145,BURGLARY AUTO,BURGLARY - VEHICLE,2200 FULTON ST,37.868706,-122.266279
3501,NARCOTICS,DRUG VIOLATION,2300 WEBSTER ST,37.854857,-122.262314
3562,VANDALISM,VANDALISM,1700 LINCOLN ST,37.876333,-122.278118
5483,NARCOTICS,DRUG VIOLATION,HILLEGASS AVENUE & PARKER ST,37.863443,-122.256304
2209,NARCOTICS,DRUG VIOLATION,SEVENTH STREET & PARDEE ST,37.856073,-122.292735
3783,NARCOTICS,DRUG VIOLATION,2000 BERKELEY WAY,37.872691,-122.270741
3559,DISTURBANCE,DISORDERLY CONDUCT,UNIVERSITY AVENUE & SEVENTH ST,37.868142,-122.296589
2838,ASSAULT/BATTERY FEL.,ASSAULT,800 BANCROFT WAY,37.863373,-122.296893
663,NARCOTICS,DRUG VIOLATION,GRAYSON STREET & SEVENTH ST,37.855294,-122.292475
4465,NARCOTICS,DRUG VIOLATION,SECOND STREET & UNIVERSITY AVE,37.866981,-122.302083
227,BURGLARY AUTO,BURGLARY - VEHICLE,900 CARLETON ST,37.856948,-122.293014
2831,BURGLARY RESIDENTIAL,BURGLARY - RESIDENTIAL,1700 GRANT ST,37.875707,-122.275816
3944,IDENTITY THEFT,FRAUD,2400 PRINCE ST,37.853723,-122.259975
2468,NARCOTICS,DRUG VIOLATION,FOURTH STREET & JONES ST,37.874833,-122.302216
1850,THEFT MISD. (UNDER $950),LARCENY,2200 OREGON ST,37.857993,-122.263965
636,THEFT FELONY (OVER $950),LARCENY,200 MARINA BLVD,37.868667,-122.313656
1216,VANDALISM,VANDALISM,GILMAN STREET & EASTSHORE HWY,37.878312,-122.306543
818,DOMESTIC VIOLENCE,FAMILY OFFENSE,UNIVERSITY AVENUE & ACTON ST,37.870054,-122.284263
5019,NARCOTICS,DRUG VIOLATION,2500 REGENT ST,37.865202,-122.257795
4583,DOMESTIC VIOLENCE,FAMILY OFFENSE,1700 SOLANO AVE,37.891214,-122.282158
696,NARCOTICS,DRUG VIOLATION,UNIVERSITY AVENUE & W FRONTAGE RD,37.866265,-122.305592
3570,GUN/WEAPON,WEAPONS OFFENSE,UNIVERSITY AVENUE & W FRONTAGE RD,37.866265,-122.305592
1695,VANDALISM,VANDALISM,900 HEINZ AVE,37.853552,-122.291561
51,DISTURBANCE,DISORDERLY CONDUCT,2800 SACRAMENTO ST,37.856792,-122.279845
871,IDENTITY THEFT,FRAUD,800 CONTRA COSTA AVE,37.894483,-122.276085
2003,DISTURBANCE,DISORDERLY CONDUCT,PERALTA AVENUE & GILMAN ST,37.880902,-122.287757
2857,ASSAULT/BATTERY MISD.,ASSAULT,DURANT AVENUE & TELEGRAPH AVE,37.867816,-122.258994
1823,THEFT MISD. (UNDER $950),LARCENY,2200 OREGON ST,37.857993,-122.263965
1939,VANDALISM,VANDALISM,1200 HEARST AVE,37.870911,-122.289684
974,BURGLARY AUTO,BURGLARY - VEHICLE,1100 UNIVERSITY AVE,37.869067,-122.292043
792,IDENTITY THEFT,FRAUD,1100 TENTH ST,37.88286,-122.297848
1350,ROBBERY,ROBBERY,TENTH STREET & PARKER ST,37.859102,-122.290163
2279,VANDALISM,VANDALISM,2700 WOOLSEY ST,37.853921,-122.252422
2271,THEFT MISD. (UNDER $950),LARCENY,1000 GILMAN ST,37.88015,-122.297446
3345,ALCOHOL OFFENSE,LIQUOR LAW VIOLATION,MILVIA STREET & ALLSTON WAY,37.869057,-122.270463
3832,ALCOHOL OFFENSE,LIQUOR LAW VIOLATION,ALLSTON WAY & SACRAMENTO ST,37.867411,-122.281579
5110,BURGLARY RESIDENTIAL,BURGLARY - RESIDENTIAL,3100 ELLIS ST,37.852066,-122.272994
3561,BURGLARY AUTO,BURGLARY - VEHICLE,MILVIA STREET & ALLSTON WAY,37.869057,-122.270463
149,IDENTITY THEFT,FRAUD,1900 BERRYMAN ST,37.883285,-122.274145
3566,THEFT FELONY (OVER $950),LARCENY,900 DELAWARE ST,37.870793,-122.297496
3682,VEHICLE STOLEN,MOTOR VEHICLE THEFT,700 GRIZZLY PEAK BLVD,37.899264,-122.265108
164,THEFT MISD. (UNDER $950),LARCENY,2700 MILVIA ST,37.860225,-122.269453
5286,BURGLARY AUTO,BURGLARY - VEHICLE,1100 UNIVERSITY AVE,37.869067,-122.292043
4177,DISTURBANCE,DISORDERLY CONDUCT,1600 WOOLSEY ST,37.850899,-122.276174
937,IDENTITY THEFT,FRAUD,1000 KEITH AVE,37.890366,-122.266998
566,THEFT FELONY (OVER $950),LARCENY,1300 NEILSON ST,37.880893,-122.289323
5261,VEHICLE STOLEN,MOTOR VEHICLE THEFT,UNIVERSITY AVENUE & MARINA BLVD,37.865172,-122.311155
